,Identifier,Title,Subject,Date,Text,locations,tags
1258,19630,"William Fisher Byron to Wilbur Kelsey Thomas, December 24, 1919","Addams, Jane, requests from;Addams, Jane, and European relief",1919-12-24,hullhous 800 south halst street chicago decemb 24th 1919 dear mr thoma enclos two check german fund one mr hamil requir acknowledg glad would send receipt miss mari rozet smith 12 west walton place chicago sincer william f byron sign p miss addam would like know whether plan send recent pamphlet germanamerican societi middlewest wish send suppli send hullhous wfb,"41.8716164,-87.6474573",Relief Efforts
1263,19603,"Jane Addams to Catherine Brown, December 19, 1919","Addams, Jane, personal life;Addams, Jane, requests to;moving pictures",1919-12-19,hullhous 800 south halst street chicago decemb 19 1919 dear miss brown think move pictur show open sunday made decent could possibl object day inde sorri havent time write good wish faith jane addam sign,"41.8716164,-87.6474573",Hull-House
1267,19567,"Jane Addams to Paul Underwood Kellogg, November 15, 1919","Addams, Jane, memberships in organizations",1919-11-15,hullhous 800 south halst street chicago dear mr kellogg quit approv chang titl best deserv hastili jane addam nov 15 1919,"41.8716164,-87.6474573",Memberships
1274,19500,"Jane Addams to Wilbur Kelsey Thomas, November 6, 1919",relief efforts,1919-11-06,hull hous 800 south halst street chicago novemb 6th 1919 dear mr thoma enclos sever letter send relief central power think might interest perhap alreadi alreadi met mr indich know done along line much interest attitud toward friend may new help best wish sincer jane addam sign,"41.8716164,-87.6474573",Relief Efforts
1276,19493,"Jane Addams to William Arthur Maddox, October 15, 1919","Addams, Jane, lectures;Addams, Jane, relationship with Rockford College;Addams, Jane, requests to",1919-10-15,hullhous 800 south halst street chicago octob 15th 1919 dear mr maddox much interest plan rockford colleg wrote afraid howev accept kind invit earlier decemb month next fill speak engag includ sever east could kindli give choic sever date decemb januari would give much pleasur make appoint congratul upon renew activ colleg alway faith jane addam sign,"41.8716164,-87.6474573",Lectures;Requests
1278,19448,"Jane Addams to Paul Underwood Kellogg, August 28, 1919","Addams, Jane, and peace movement;peace movement, women and",1919-08-28,hullhous 800 south halst street chicago august 28th 1919 dear mr kellogg made one two correct proof make conserv afraid quit necessari gave interview daili news man rather stupidli mix said feel woman peac confer said germani result outbreak abus letter mind much show easi misunderstand public temper perhap later thing suggest prefer go mere statement found took report quaker seem good deal better survey articl send copi may care quot someth later see possibl object hope come new york first second week septemb perhap page 2 see mr lasker much interest hous control arbeiterrath sever citi passport vise polic station fli red flag mani side light glad talk quit readi write mark one two page report omit survey articl perhap better anyth hope see soon faith jane addam sign,"41.8716164,-87.6474573",Peace;Requests
1279,19446,"Jane Addams to Anna Marcet Haldeman-Julius, August 28, 1919","Addams, Jane, and family;Addams, Jane, travels",1919-08-28,intern committe woman perman peac section unit state america woman peac parti offic 116 south michigan avenu chicago illinoi aug 28 1919 dear marcet two girl leav sunday morn illinoi central 8 reach freeport 11 30 isnt easi meet u take one taxi station come hous love famili alway love aunt jane,"41.8802312,-87.6245874",Family;Travels
1288,19157,"Jane Addams to Charles Phineas Schwartz, December 20, 1917","Addams, Jane, legal dealings;Hull-House, donations",1917-12-20,hullhous 800 south halst street chicago dear mr schwartz kindli look matter hh look amount would larg long list legate hastili jane addam dec 20 1917,"41.8716164,-87.6474573",Finances;Hull-House
1293,19085,"Jane Addams to the Woman's Peace Party. Committee of Thirty-Five, March 22, 1919;Jane Addams to the Carrie Chapman Catt, March 22, 1919","peace movement, activities of;World War I, aftermath;Addams, Jane, travels",1919-03-22,intern committe woman perman peac section unit state america woman peac parti offic 116 south michigan ave chicago illinoi march 22d 1919 member committe thirtyf dear madam earli march receiv cabl dr jacob state would impractic hold intern congress woman holland august septemb english woman alreadi vote switzerland sinc heard cabl woman six countri advoc switzerland place holland congress final call bern switzerland may fifth depart state owe larg food condit europ limit number passport issu american woman attend congress twelv passport issu congress secur present deleg certif sign chairman american section write deleg find mani abl go switzerland congress may ask telegraph hull hous immedi possibl go upon receipt repli tri make list fairli possibl take represent organ geographi consider six deleg alreadi europ variou mission two start obtain passport reason hope also abl attend congress twenti percent steamship space europ unit state reserv civilian soldier war worker shall return told quit possibl may oblig stay sever month europ even late octob owe difficulti secur return passag possibl must taken consider make decis regret imposs carri origin plan feel confid understand difficulti inevit moment faith jane addam sign,"41.8802312,-87.6245874",Peace;Travels
1294,19069,"Emily Greene Balch to Theodora ""Thora"" Daugaard, July 2, 1919","peace movement, international",1919-07-02,geneva juli 2 1919 miss thora daugaard copenhagen dear miss daugaard aw sorri longer activ member danish branch miss addam ask repli letter may 8 hope regard adequ answer imposs attend correspond would put u mail list receiv new woman weekli zurich congress given work new start countri one give effect effort help gener stick journalist work perhap come switzerland day shall pleasur see alway cordial,"46.2016527,6.1405914",Peace
1296,19032,"Jane Addams to Florence Kelley, March 20, 1919","Addams, Jane, travels;peace movement, international",1919-03-20,2513 12 st washington dc dearest sister kelley passport bag dont want fact publish lest chicago tribun start counter attack mr post nice could spirit come tremend sure get start other leav tonight alway devotedli jane addam p hope get april 9 noordam page 2 mr post gotten passag noordam sail havr april 9 th vise swiss french passport read switzerland en rout england franc itali wont use latter dorothi north state room 126 mr post one opposit 128 mr hick save next 128 saturday noon hope take j,"38.9229317,-77.0277613",Peace;Travels
1297,19029,"Eleanor Daggett Karsten to Emily Greene Balch, March 14, 1919","Addams, Jane, requests from;peace movement, international",1919-03-14,woman peac parti section unit state intern committe woman perman peac nation offic room 1506 116 michigan ave chicago march 14th 1919 dear miss balch miss addam ask tell go appli passport next tuesday march eighteenth think ought wait long appli suggest follow soon conveni send notic thirtyf delay somewhat hope hear dr jacob seem better send notic miss addam leav washington sincer eleanor daggett karsten sign execut secretari,"41.8802312,-87.6245874",Peace;Requests;Travels
1300,18989,"Jane Addams to Emily Greene Balch, March 11, 1919","Addams, Jane, travels;peace movement, international",1919-03-11,hullhous 800 south halst street chicago dear miss balch dont think mr villard would go see mr polk passport connect nation hope go send lot stuff anoth envelop send back co mr post march 18 make translat plea send copi alway devotedli jane addam march 11 1919,"41.8716164,-87.6474573",Peace;Requests;Travels
1309,18936,"Eleanor Daggett Karsten to Paul Underwood Kellogg, March 5, 1919","Addams, Jane, travels",1919-03-05,hullhous 800 south halst street chicago march 5th 1919 dear mr kellogg miss addam return chicago next week write acknowledg letter februari 24th enclosur sure interest miss addam greatli sincer eleanor daggett karsten sign secretari jane addam mr p u kellogg co survey 112 e 19th st new york citi,"41.8716164,-87.6474573",Requests
1310,18933,"Jane Addams to Emily Greene Balch, March 3, 1919","Addams, Jane, travels",1919-03-03,dearest ladi come ny tomorrow call isnt cabl disconcert troubl alway devotedli jane addam washington dc march 3 1919,"38.9071923,-77.0368707",Travels
1312,18920,"Jane Addams to Florence Gottschalk Taussig, ca. November 1918","World War I, peace negotiations;peace movement, activities of;peace movement, suppression of",1918-11,woman peac parti section unit state intern committe woman perman peac nation offic room 1506 116 michigan ave chicago dear mr taussig delay repli letter although thought much time sinc came believ anyth armistic arrang hope decemb meet ampl time thing move rapidli expert seem anticip shall go washington stay abl send cabl promptli nation organ cours saw meet teacher organ postpon agre speak st loui saturday decemb twentyeighth morn see would nice could go east togeth first appoint new york saturday morn thirtieth novemb would long ahead cours possibl thirtyf meet week new york tri arrang date mr buckley feel roger baldwin sentenc suppos thing go came pretti well cordial greet famili alway affection jane addam sign,"41.8802312,-87.6245874",Peace;World War I
1314,18917,"Jane Addams to Florence Gottschalk Taussig, November 6, 1918","Addams, Jane, travels;peace movement, activities of",1918-11-06,hullhous 800 south halst street chicago dear mr taussig 35 meet ny nov 24 could bd meet nov 23 ny plea write u excus u fuss hastili jane addam nov 6 1918,"41.8716164,-87.6474573",Peace;Requests
1317,18885,"Jane Addams to Elizabeth Sprauge Coolidge, June 18, 1917","Addams, Jane, gratitude;Hull-House, programs;Hull-House, support for",1917-06-18,hullhous 800 south halst street chicago beg acknowledg thank gener contribut fresh air fund administ hullhous hope much may abl summer visit countri club directli north waukegan illinoi sheridan road jane addam sign june 18 1917,"41.8716164,-87.6474573",Finances;Hull-House
